Fecha, Calle, Tipo de Siniestro, Gravedad, Dia Semana, Hora, Departamento, Localidad, fixed, X, Y 
17/9/2020,, SIN DATOS, DESPISTE, SIN LESIONADOS, JUEVES, 7, CANELONES, SIN DATOS, 1, 628020, 6163695 
6/8/2020,, SIN DATOS, CAÍDA, LEVE, JUEVES, 5, SAN JOSE, SIN DATOS, 1, 537195, 6196180 
2/7/2020,, SIN DATOS, CAÍDA, SIN LESIONADOS, JUEVES, 16, SAN JOSE, SIN DATOS, 1, 522085, 6178755 
7/7/2020,, RUTA 19, DESPISTE, LEVE, MARTES, 10, DURAZNO, SIN DATOS, 1, 672600, 6336360 
14/7/2020,, SIN DATOS, CAÍDA, SIN LESIONADOS, MARTES, 15, DURAZNO, SIN DATOS, 1, 550440, 6337495 
16/8/2020,, SIN DATOS, DESPISTE, LEVE, DOMINGO, 11, CANELONES, SIN DATOS, 1, 604195, 6193750 
4/10/2020,, SIN DATOS, DESPISTE, LEVE, DOMINGO, 15, CANELONES, SIN DATOS, 1, 560735, 6161755 
7/10/2020,, CAMINO VECINAL A ESCUELA 68, CAÍDA, GRAVE, MIÉRCOLES, 15, TACUAREMBO, SIN DATOS, 1, 697200, 6443750 
13/10/2020,, AVENIDA DIECIOCHO DE JULIO, CAÍDA, LEVE, MARTES, 9, MONTEVIDEO, MONTEVIDEO, 1, 574865, 6137335 
5/9/2020,, SIN DATOS, DESPISTE, LEVE, SÁBADO, 12, CANELONES, SIN DATOS, 1, 556790, 6171850 
10/9/2020,, DIECIOCHO DE JULIO, COLISIÓN ENTRE VEHÍCULOS, LEVE, JUEVES, 11, SORIANO, DOLORES, 1, 386830, 6289245 
14/9/2020,, SIN DATOS, COLISIÓN ENTRE VEHÍCULOS, SIN LESIONADOS, LUNES, 1, FLORIDA, SIN DATOS, 1, 601580, 6231260 
17/10/2020,, RUTA 7 KM 46, DESPISTE, LEVE, SÁBADO, 9, CERRO LARGO, SIN DATOS, 1, 798235, 6439225 
18/10/2020,, SIN DATOS, DESPISTE, SIN LESIONADOS, DOMINGO, 9, RIVERA, SIN DATOS, 1, 603045, 6554100 
14/7/2020,, SIN DATOS, ATROPELLO DE ANIMALES, GRAVE, MARTES, 18, FLORIDA, SIN DATOS, 1, 553275, 6192765 
15/7/2020,, RUTA 10 Y CALLE UNICA, DESPISTE, LEVE, MIÉRCOLES, 15, MALDONADO, PLAYA GRANDE, 1, 655360, 6141960 
24/9/2020,, SIN DATOS, CAÍDA, LEVE, JUEVES, 19, MONTEVIDEO, SIN DATOS, 1, 575020, 6149505 
29/9/2020,, RUTA 18 KM 14, COLISIÓN ENTRE VEHÍCULOS, SIN LESIONADOS, MARTES, 15, CERRO LARGO, SIN DATOS, 1, 846795, 6375150 
16/10/2020,, SIN DATOS, COLISIÓN CON OBSTÁCULO EN CALZADA, LEVE, VIERNES, 15, RIO NEGRO, SIN DATOS, 1, 489420, 6369390 
8/8/2020,, SIN DATOS, ATROPELLO DE ANIMALES, LEVE, SÁBADO, 11, ROCHA, ROCHA, 1, 747935, 6181660 
11/8/2020,, SIN DATOS, ATROPELLO DE ANIMALES, SIN LESIONADOS, MARTES, 5, ROCHA, SIN DATOS, 1, 748875, 6188030 
10/11/2020,, FACUNDO ALZOLA, CAÍDA, LEVE, MARTES, 21, SORIANO, MERCEDES, 1, 404285, 6318495 
13/11/2020,, SIN DATOS, CAÍDA, GRAVE, VIERNES, 17, MALDONADO, FARO JOSE IGNACIO, 1, 714665, 6142530 
22/8/2020,, SIN DATOS, CAÍDA, LEVE, SÁBADO, 17, COLONIA, SIN DATOS, 1, 371565, 6249835 
23/11/2020,, RUTA 19, ATROPELLO DE ANIMALES, SIN LESIONADOS, LUNES, 20, ROCHA, 18 DE JULIO, 1, 818945, 6267800 
7/11/2020,, SIN DATOS, DESPISTE, LEVE, SÁBADO, 2, TACUAREMBO, SIN DATOS, 1, 585400, 6449840 
1/9/2020,, RUTA 7 GRAL. APARICIO SARAVIA, DESPISTE, LEVE, MARTES, 16, CERRO LARGO, FRAILE MUERTO, 1, 731515, 6399350 
2/9/2020,, SIN DATOS, DESPISTE, SIN LESIONADOS, MIÉRCOLES, 20, ROCHA, SIN DATOS, 1, 756390, 6267185 
18/11/2020,, SIN DATOS, ATROPELLO DE ANIMALES, LEVE, MIÉRCOLES, 21, SORIANO, SIN DATOS, 1, 391040, 6294870 
30/8/2020,, SIN DATOS, DESPISTE, LEVE, DOMINGO, 19, ARTIGAS, SIN DATOS, 1, 442730, 6640430 
27/11/2020,, SIN DATOS, DESPISTE, LEVE, VIERNES, 11, CANELONES, CANELONES, 1, 565980, 6181510 
29/11/2020,, SIN DATOS, DESPISTE, GRAVE, DOMINGO, 6, CANELONES, SIN DATOS, 1, 567645, 6159455 
15/8/2020,, SIN DATOS, DESPISTE, LEVE, SÁBADO, 12, CANELONES, SAN LUIS, 1, 630150, 6151675 
16/8/2020,, GUIDO M. BRUM, DESPISTE, SIN LESIONADOS, DOMINGO, 10, RIVERA, RIVERA, 1, 639390, 6578035 
18/8/2020,, AVENIDA ITALIA, DESPISTE, LEVE, MARTES, 15, MONTEVIDEO, MONTEVIDEO, 1, 577885, 6138970 
16/12/2020,, RUTA CUATRO KM 84, ATROPELLO DE ANIMALES, SIN LESIONADOS, MIÉRCOLES, 1, SALTO, SIN DATOS, 1, 488280, 6537835 
12/12/2020,, ENTRE RIOS, ATROPELLO DE ANIMALES, LEVE, SÁBADO, 12, SALTO, SALTO, 1, 406610, 6525890 
21/12/2020,, SIN DATOS, COLISIÓN ENTRE VEHÍCULOS, GRAVE, LUNES, 16, COLONIA, SIN DATOS, 1, 434185, 6190365 
23/12/2020,, SIN DATOS, COLISIÓN ENTRE VEHÍCULOS, LEVE, MIÉRCOLES, 11, MONTEVIDEO, SIN DATOS, 1, 581100, 6153325 
18/12/2020,, LA BOLSA, DESPISTE, GRAVE, VIERNES, 19, TACUAREMBO, SIN DATOS, 1, 685065, 6440620 
22/9/2020,, SIN DATOS, DESPISTE, LEVE, MARTES, 14, CANELONES, SIN DATOS, 1, 561535, 6182530 
21/12/2020,, CONTINUACIÓN CALLE BRASIL, DESPISTE, SIN LESIONADOS, LUNES, 21, FLORES, SIN DATOS, 1, 510735, 6290745 
30/12/2020,, SIN DATOS, DESPISTE, LEVE, MIÉRCOLES, 9, PAYSANDU, SIN DATOS, 1, 482950, 6474250 
22/7/2020,, SIN DATOS, DESPISTE, SIN LESIONADOS, MIÉRCOLES, 6, MALDONADO, SIN DATOS, 1, 694810, 6166080 
1/7/2020,, SIN DATOS, DESPISTE, SIN LESIONADOS, MIÉRCOLES, 1, SALTO, SIN DATOS, 1, 412580, 6521115 
1/7/2020,, DOCTOR JULIAN BENGOA, COLISIÓN ENTRE VEHÍCULOS, LEVE, MIÉRCOLES, 10, SAN JOSE, SAN JOSE DE MAYO, 1, 526685, 6200425 
1/7/2020,, DOCTOR MORQUIO, CAÍDA, LEVE, MIÉRCOLES, 11, DURAZNO, DURAZNO, 1, 544350, 6306185 
1/7/2020,, SIN DATOS, COLISIÓN ENTRE VEHÍCULOS, LEVE, MIÉRCOLES, 9, SAN JOSE, LIBERTAD, 1, 534200, 6166585 
1/7/2020,, AVENIDA JOSE BELLONI, ATROPELLO DE PEATÓN, LEVE, MIÉRCOLES, 14, MONTEVIDEO, MONTEVIDEO, 1, 578575, 6146110 
1/7/2020,, SIN DATOS, COLISIÓN ENTRE VEHÍCULOS, LEVE, MIÉRCOLES, 16, CANELONES, BARROS BLANCOS, 1, 589870, 6152735 
1/7/2020,, SIN DATOS, COLISIÓN ENTRE VEHÍCULOS, LEVE, MIÉRCOLES, 19, CANELONES, VILLA FELICIDAD, 1, 569235, 6166280 
2/7/2020,, SIN DATOS, COLISIÓN CON OBSTÁCULO EN CALZADA, SIN LESIONADOS, JUEVES, 4, ROCHA, ROCHA, 1, 745250, 6179440 
2/7/2020,, ACONCAGUA, COLISIÓN ENTRE VEHÍCULOS, SIN LESIONADOS, JUEVES, 12, MONTEVIDEO, MONTEVIDEO, 1, 581955, 6138255 
2/7/2020,, QUIJOTE, ATROPELLO DE ANIMALES, LEVE, JUEVES, 11, SAN JOSE, SIN DATOS, 1, 552215, 6155830 
2/7/2020,, AVENIDA DOCTOR LUIS ALBERTO DE HERRERA, COLISIÓN ENTRE VEHÍCULOS, LEVE, JUEVES, 14, MONTEVIDEO, MONTEVIDEO, 1, 575965, 6141210 
2/7/2020,, CARLOS MARIA RAMIREZ, COLISIÓN ENTRE VEHÍCULOS, GRAVE, JUEVES, 14, FLORES, TRINIDAD, 1, 509355, 6291900 
2/7/2020,, COLON, COLISIÓN ENTRE VEHÍCULOS, LEVE, JUEVES, 14, PAYSANDU, PAYSANDU, 1, 398580, 6423265 
2/7/2020,, AVENIDA ITALIA, COLISIÓN ENTRE VEHÍCULOS, LEVE, JUEVES, 16, MONTEVIDEO, MONTEVIDEO, 1, 576860, 6138595 
2/7/2020,, AVENIDA PARAGUAY, COLISIÓN ENTRE VEHÍCULOS, SIN LESIONADOS, JUEVES, 14, SALTO, SALTO, 1, 408520, 6528205 
2/7/2020,, MATILDE PACHECO DE BATLLE Y ORDOÑEZ, DESPISTE, LEVE, JUEVES, 15, MONTEVIDEO, MONTEVIDEO, 1, 577945, 6146240 
2/7/2020,, LOS IBISCOS, COLISIÓN ENTRE VEHÍCULOS, SIN LESIONADOS, JUEVES, 17, MALDONADO, PINARES - LAS DELICIAS, 1, 685210, 6135090 
2/7/2020,, ANGEL SALVO, COLISIÓN ENTRE VEHÍCULOS, GRAVE, JUEVES, 21, MONTEVIDEO, MONTEVIDEO, 1, 571650, 6141915 
2/7/2020,, GUALCONDA, COLISIÓN ENTRE VEHÍCULOS, SIN LESIONADOS, JUEVES, 21, CANELONES, SALINAS, 1, 606030, 6151305 
2/7/2020,, MIGUES, DESPISTE, SIN LESIONADOS, JUEVES, 23, CANELONES, SAN JACINTO, 1, 603550, 6177435 
3/7/2020,, AVENIDA DE LAS INSTRUCCIONES, COLISIÓN ENTRE VEHÍCULOS, GRAVE, VIERNES, 0, MONTEVIDEO, MONTEVIDEO, 1, 573395, 6144290 
3/7/2020,, ITUZAINGO, COLISIÓN ENTRE VEHÍCULOS, SIN LESIONADOS, VIERNES, 1, PAYSANDU, PAYSANDU, 1, 399150, 6423465 
3/7/2020,, CARDAL, COLISIÓN ENTRE VEHÍCULOS, LEVE, VIERNES, 11, RIO NEGRO, FRAY BENTOS, 1, 379865, 6333110 
3/7/2020,, PURIFICACION, COLISIÓN ENTRE VEHÍCULOS, LEVE, VIERNES, 7, MONTEVIDEO, MONTEVIDEO, 1, 577940, 6140670 
3/7/2020,, RUTA 26 KM 13.700, ATROPELLO DE ANIMALES, SIN LESIONADOS, VIERNES, 9, CERRO LARGO, SIN DATOS, 1, 779920, 6412620 
3/7/2020,, PRESIDENTE BATLLE, CAÍDA, LEVE, VIERNES, 17, MONTEVIDEO, MONTEVIDEO, 1, 576785, 6138335 
3/7/2020,, BELGRANO, COLISIÓN CON OBSTÁCULO EN CALZADA, LEVE, VIERNES, 17, MONTEVIDEO, MONTEVIDEO, 1, 577670, 6138980 
3/7/2020,, COOPER, COLISIÓN ENTRE VEHÍCULOS, SIN LESIONADOS, VIERNES, 18, MONTEVIDEO, MONTEVIDEO, 1, 585045, 6140975 
3/7/2020,, SIN DATOS, CAÍDA, LEVE, VIERNES, 19, FLORIDA, SIN DATOS, 1, 556315, 6206300 
3/7/2020,, SIN DATOS, DESPISTE, LEVE, VIERNES, 19, CANELONES, VILLA CRESPO Y SAN ANDRES, 1, 581275, 6154910 
3/7/2020,, DIECINUEVE DE ABRIL, COLISIÓN ENTRE VEHÍCULOS, GRAVE, VIERNES, 22, DURAZNO, DURAZNO, 1, 544435, 6307415 
3/7/2020,, SIN NOMBRE, COLISIÓN ENTRE VEHÍCULOS, LEVE, VIERNES, 15, SALTO, SALTO, 1, 407120, 6526775 
4/7/2020,, PAYSANDU, COLISIÓN CON OBSTÁCULO EN CALZADA, SIN LESIONADOS, SÁBADO, 9, LAVALLEJA, MINAS, 1, 661650, 6195890 
4/7/2020,, AVENIDA ANTONIO LUSSICH, COLISIÓN ENTRE VEHÍCULOS, GRAVE, SÁBADO, 12, MALDONADO, LA SONRISA, 1, 685060, 6136945 
4/7/2020,, TOMAS GOMEZ, COLISIÓN ENTRE VEHÍCULOS, GRAVE, SÁBADO, 12, TREINTA Y TRES, EJIDO DE TREINTA Y TRES, 1, 745290, 6320485 
4/7/2020,, VEINTICINCO DE MAYO, COLISIÓN ENTRE VEHÍCULOS, SIN LESIONADOS, SÁBADO, 13, LAVALLEJA, MINAS, 1, 662250, 6194800 
4/7/2020,, RUTA 31, DESPISTE, LEVE, SÁBADO, 12, SALTO, SALTO, 1, 415805, 6527645 
4/7/2020,, CALDERON DE LA BARCA, COLISIÓN ENTRE VEHÍCULOS, LEVE, SÁBADO, 15, MONTEVIDEO, MONTEVIDEO, 1, 570825, 6148890 
23/9/2020,, LEANDRO GOMEZ, COLISIÓN ENTRE VEHÍCULOS, LEVE, MIÉRCOLES, 13, DURAZNO, DURAZNO, 1, 543845, 6307390 
4/7/2020,, BALTASAR BRUM Y COMPLEJO SAN FRANCISCO, COLISIÓN ENTRE VEHÍCULOS, SIN LESIONADOS, SÁBADO, 17, LAVALLEJA, MINAS, 1, 660945, 6194590 
4/7/2020,, CAMINO CORONEL RAIZ, DESPISTE, LEVE, SÁBADO, 20, MONTEVIDEO, SIN DATOS, 1, 573850, 6147940 
5/7/2020,, DIECIOCHO DE JULIO, COLISIÓN ENTRE VEHÍCULOS, SIN LESIONADOS, DOMINGO, 11, DURAZNO, DURAZNO, 1, 544095, 6306785 
31/12/2020,, RUTA 43, DESPISTE, LEVE, JUEVES, 18, DURAZNO, SIN DATOS, 1, 623670, 6367125 
24/7/2020,, AVENIDA CALCAGNO, COLISIÓN ENTRE VEHÍCULOS, LEVE, VIERNES, 14, CANELONES, SHANGRILA, 1, 591020, 6143435 
24/7/2020,, GENERAL JOSE G. ARTIGAS, COLISIÓN ENTRE VEHÍCULOS, LEVE, VIERNES, 17, RIVERA, RIVERA, 1, 638280, 6581255 
24/7/2020,, WASHINGTON, COLISIÓN ENTRE VEHÍCULOS, LEVE, VIERNES, 19, PAYSANDU, PAYSANDU, 1, 397460, 6424425 
24/7/2020,, DIECIOCHO DE JULIO, COLISIÓN ENTRE VEHÍCULOS, LEVE, VIERNES, 20, RIO NEGRO, FRAY BENTOS, 1, 379100, 6333555 
24/7/2020,, BOULEVARD GENERAL JOSE G. ARTIGAS, COLISIÓN ENTRE VEHÍCULOS, LEVE, VIERNES, 20, PAYSANDU, PAYSANDU, 1, 399095, 6422985 
24/7/2020,, AVENIDA WILSON FERREIRA ALDUNATE, COLISIÓN CON OBSTÁCULO EN CALZADA, LEVE, VIERNES, 23, MALDONADO, MALDONADO, 1, 686340, 6136970 
30/7/2020,, SIN DATOS, COLISIÓN ENTRE VEHÍCULOS, LEVE, JUEVES, 18, SALTO, SALTO, 1, 410870, 6524680 
2/8/2020,, SIN DATOS, COLISIÓN ENTRE VEHÍCULOS, SIN LESIONADOS, DOMINGO, 6, RIO NEGRO, SIN DATOS, 1, 485110, 6366930 
5/7/2020,, AVENIDA JOSE BELLONI, ATROPELLO DE PEATÓN, LEVE, DOMINGO, 12, MONTEVIDEO, MONTEVIDEO, 1, 578675, 6146675 
5/7/2020,, BOULEVARD GENERAL JOSE G. ARTIGAS, COLISIÓN ENTRE VEHÍCULOS, SIN LESIONADOS, DOMINGO, 16, MALDONADO, MALDONADO, 1, 687195, 6136785 
5/7/2020,, SIN DATOS, CAÍDA, LEVE, DOMINGO, 15, SAN JOSE, SAN JOSE DE MAYO, 1, 526810, 6202435 
6/7/2020,, SIN DATOS, COLISIÓN ENTRE VEHÍCULOS, SIN LESIONADOS, LUNES, 8, RIO NEGRO, SIN DATOS, 1, 489420, 6369390 
6/7/2020,, WILSON FERREIRA ALDUNATE, COLISIÓN ENTRE VEHÍCULOS, LEVE, LUNES, 10, RIVERA, SIN DATOS, 1, 638990, 6581615 
6/7/2020,, JOSE PEDRO VARELA, COLISIÓN ENTRE VEHÍCULOS, SIN LESIONADOS, LUNES, 12, COLONIA, COLONIA DEL SACRAMENTO, 1, 422990, 6186210 
6/7/2020,, SIN DATOS, COLISIÓN ENTRE VEHÍCULOS, GRAVE, LUNES, 12, CANELONES, PINAMAR - PINEPARK, 1, 604790, 6151060 
6/7/2020,, JUANA DE AMERICA, COLISIÓN ENTRE VEHÍCULOS, LEVE, LUNES, 17, MALDONADO, EL TESORO, 1, 694410, 6135195 
6/7/2020,, ZELMAR MICHELINI, COLISIÓN ENTRE VEHÍCULOS, SIN LESIONADOS, LUNES, 17, MONTEVIDEO, MONTEVIDEO, 1, 574025, 6136485 
6/7/2020,, RUTA 12 KM 95, ATROPELLO DE ANIMALES, GRAVE, LUNES, 19, CANELONES, SIN DATOS, 1, 597895, 6203975 
6/7/2020,, RUTA OCHO, DESPISTE, LEVE, LUNES, 20, LAVALLEJA, MINAS, 1, 659890, 6194510 
7/7/2020,, LIBERTAD, COLISIÓN ENTRE VEHÍCULOS, LEVE, MARTES, 9, ROCHA, LASCANO, 1, 759080, 6269485 
7/7/2020,, ACCESOS KM 4.500, COLISIÓN ENTRE VEHÍCULOS, SIN LESIONADOS, MARTES, 12, MONTEVIDEO, MONTEVIDEO, 1, 568790, 6141560 
7/7/2020,, CARLOS P. PUIG, COLISIÓN ENTRE VEHÍCULOS, GRAVE, MARTES, 13, SORIANO, DOLORES, 1, 387110, 6289175 
7/7/2020,, SARANDI, ATROPELLO DE ANIMALES, LEVE, MARTES, 15, FLORES, TRINIDAD, 1, 509175, 6292400 
7/7/2020,, AVENIDA DOCTOR LUIS ALBERTO DE HERRERA, COLISIÓN ENTRE VEHÍCULOS, SIN LESIONADOS, MARTES, 13, MONTEVIDEO, MONTEVIDEO, 1, 573460, 6142485 
7/7/2020,, DEL OMBU, CAÍDA, LEVE, MARTES, 18, SAN JOSE, MONTE GRANDE, 1, 553715, 6155630 
7/7/2020,, SIN DATOS, COLISIÓN ENTRE VEHÍCULOS, SIN LESIONADOS, MARTES, 15, TACUAREMBO, TACUAREMBO, 1, 597455, 6489385 
7/7/2020,, MUNAR ESQ TT RINALDI, COLISIÓN ENTRE VEHÍCULOS, LEVE, MARTES, 22, CANELONES, PASO CARRASCO, 1, 586925, 6143085 
9/10/2020,, SAN MARTIN, COLISIÓN CON OBSTÁCULO EN CALZADA, LEVE, VIERNES, 16, TACUAREMBO, TACUAREMBO, 1, 596245, 6489855 
9/10/2020,, AV. CIRCUNVALACION, COLISIÓN ENTRE VEHÍCULOS, LEVE, VIERNES, 15, CANELONES, ATLANTIDA, 1, 613655, 6151905 
9/10/2020,, RUTA 11 KM 39.00, COLISIÓN ENTRE VEHÍCULOS, SIN LESIONADOS, VIERNES, 16, SAN JOSE, JUAN SOLER, 1, 517755, 6202165 
9/10/2020,, ANDRES CHEVESTE, COLISIÓN ENTRE VEHÍCULOS, LEVE, VIERNES, 17, SORIANO, DOLORES, 1, 387500, 6288945 
9/10/2020,, DOCTOR LUIS ALBERTO DE HERRERA, COLISIÓN ENTRE VEHÍCULOS, LEVE, VIERNES, 17, CERRO LARGO, MELO, 1, 766100, 6415115 
9/10/2020,, GENERAL JOSE G. ARTIGAS, COLISIÓN ENTRE VEHÍCULOS, LEVE, VIERNES, 19, SORIANO, CARDONA, 1, 465545, 6251930 
8/7/2020,, BOULEVARD GENERAL ARTIGAS, COLISIÓN ENTRE VEHÍCULOS, LEVE, MIÉRCOLES, 6, MONTEVIDEO, MONTEVIDEO, 1, 576270, 6138535 
8/7/2020,, BURICAYUPI, DESPISTE, SIN LESIONADOS, MIÉRCOLES, 10, MONTEVIDEO, MONTEVIDEO, 1, 573160, 6140635 
8/7/2020,, MONTEVIDEO, COLISIÓN ENTRE VEHÍCULOS, SIN LESIONADOS, MIÉRCOLES, 13, PAYSANDU, PAYSANDU, 1, 397780, 6423490 
8/7/2020,, BALTASAR BRUM, COLISIÓN ENTRE VEHÍCULOS, LEVE, MIÉRCOLES, 15, CANELONES, SAN RAMON, 1, 596480, 6205195 
8/7/2020,, AV. DR. LUIS ALBERTO DE HERRERA, COLISIÓN ENTRE VEHÍCULOS, SIN LESIONADOS, MIÉRCOLES, 17, SORIANO, MERCEDES, 1, 405050, 6320970 
8/7/2020,, FRANCISCO JAVIER MARTINEZ DE HAEDO, COLISIÓN ENTRE VEHÍCULOS, LEVE, MIÉRCOLES, 19, RIO NEGRO, FRAY BENTOS, 1, 378695, 6333695 
8/7/2020,, RAMAL 3/30, COLISIÓN ENTRE VEHÍCULOS, SIN LESIONADOS, MIÉRCOLES, 18, ARTIGAS, SIN DATOS, 1, 453985, 6637355 
8/7/2020,, GENERAL FLORES, COLISIÓN ENTRE VEHÍCULOS, SIN LESIONADOS, MIÉRCOLES, 14, TACUAREMBO, TACUAREMBO, 1, 596500, 6490645 
8/7/2020,, AVENIDA JOSE BATLLE Y ORDOÑEZ, COLISIÓN ENTRE VEHÍCULOS, SIN LESIONADOS, MIÉRCOLES, 17, SALTO, SALTO, 1, 413140, 6527105 
8/7/2020,, DOCTOR PELUFFO, COLISIÓN ENTRE VEHÍCULOS, LEVE, MIÉRCOLES, 14, CANELONES, PANDO, 1, 595360, 6158725 
8/7/2020,, AVENIDA DOCTOR CARLOS MARIA RAMIREZ, COLISIÓN ENTRE VEHÍCULOS, LEVE, MIÉRCOLES, 18, MONTEVIDEO, MONTEVIDEO, 1, 570245, 6141950 
8/7/2020,, SIN DATOS, CAÍDA, LEVE, MIÉRCOLES, 23, MONTEVIDEO, SIN DATOS, 1, 585615, 6149075 
9/7/2020,, RIVADAVIA, COLISIÓN ENTRE VEHÍCULOS, LEVE, JUEVES, 8, MONTEVIDEO, MONTEVIDEO, 1, 575015, 6139895 
9/7/2020,, CAMINO DURAN, COLISIÓN ENTRE VEHÍCULOS, LEVE, JUEVES, 8, MONTEVIDEO, MONTEVIDEO, 1, 572510, 6147715 
9/7/2020,, VEINTICINCO DE MAYO, ATROPELLO DE PEATÓN, GRAVE, JUEVES, 9, MONTEVIDEO, MONTEVIDEO, 1, 572945, 6137260 
9/7/2020,, EJIDO, COLISIÓN ENTRE VEHÍCULOS, SIN LESIONADOS, JUEVES, 9, CERRO LARGO, MELO, 1, 766725, 6415780 
9/7/2020,, GENERAL SAN MARTIN, COLISIÓN ENTRE VEHÍCULOS, SIN LESIONADOS, JUEVES, 13, SALTO, SALTO, 1, 407030, 6526125 
9/7/2020,, PASCUAL PALADINO, CAÍDA, LEVE, JUEVES, 15, MONTEVIDEO, MONTEVIDEO, 1, 579055, 6140990 
9/7/2020,, AVENIDA JUAN ANTONIO LAVALLEJA, CAÍDA, LEVE, JUEVES, 16, MALDONADO, MALDONADO, 1, 686495, 6135935 
9/7/2020,, AVENIDA ESPAÑA, COLISIÓN ENTRE VEHÍCULOS, SIN LESIONADOS, JUEVES, 12, PAYSANDU, PAYSANDU, 1, 398950, 6423770 
9/7/2020,, CAMINO LOS CAMALOTES, ATROPELLO DE ANIMALES, SIN LESIONADOS, JUEVES, 18, MONTEVIDEO, SIN DATOS, 1, 563050, 6149190 
9/7/2020,, AVENIDA SECCO GARCIA, COLISIÓN ENTRE VEHÍCULOS, LEVE, JUEVES, 18, CANELONES, EL BOSQUE, 1, 593550, 6145075 
10/7/2020,, SIN DATOS, DESPISTE, SIN LESIONADOS, VIERNES, 9, MONTEVIDEO, SIN DATOS, 1, 566935, 6149470 
10/7/2020,, CELEDONIO ROJAS, COLISIÓN ENTRE VEHÍCULOS, SIN LESIONADOS, VIERNES, 10, TREINTA Y TRES, TREINTA Y TRES, 1, 743895, 6320300 
10/7/2020,, SIN DATOS, CAÍDA, LEVE, VIERNES, 10, RIO NEGRO, SIN DATOS, 1, 403520, 6348875 
27/9/2020,, SIN DATOS, CAÍDA, GRAVE, DOMINGO, 13, COLONIA, CARMELO, 1, 383750, 6234940 
10/7/2020,, VAPOR CEBOLLATI, COLISIÓN ENTRE VEHÍCULOS, LEVE, VIERNES, 11, CERRO LARGO, RIO BRANCO, 1, 839540, 6387435 
10/7/2020,, J M GARCIA ENTRE SOCA Y MONTES, COLISIÓN ENTRE VEHÍCULOS, SIN LESIONADOS, VIERNES, 14, CANELONES, BARROS BLANCOS, 1, 591100, 6151095 
10/7/2020,, PABLO ZUFRIATEGUI, COLISIÓN ENTRE VEHÍCULOS, SIN LESIONADOS, VIERNES, 17, TREINTA Y TRES, TREINTA Y TRES, 1, 743520, 6319935 
2/10/2020,, SAN MARTIN, CAÍDA, LEVE, VIERNES, 23, TACUAREMBO, TACUAREMBO, 1, 596190, 6488715 
10/7/2020,, AVENIDA GARIBALDI, COLISIÓN ENTRE VEHÍCULOS, LEVE, VIERNES, 13, LAVALLEJA, MINAS, 1, 662585, 6194900 
10/7/2020,, MAPUCHES, COLISIÓN ENTRE VEHÍCULOS, GRAVE, VIERNES, 18, MALDONADO, BARRIO HIPODROMO, 1, 688020, 6140535 
10/7/2020,, AVENIDA DON PEDRO DE MENDOZA, COLISIÓN ENTRE VEHÍCULOS, LEVE, VIERNES, 19, MONTEVIDEO, SIN DATOS, 1, 576410, 6154440 
10/7/2020,, GALICIA, ATROPELLO DE PEATÓN, LEVE, VIERNES, 18, MONTEVIDEO, MONTEVIDEO, 1, 573310, 6137675 
10/7/2020,, ZORRILLA DE SAN MARTIN, DESPISTE, SIN LESIONADOS, VIERNES, 20, PAYSANDU, PAYSANDU, 1, 398470, 6425570 
