Fecha, Calle, Tipo de Siniestro, Gravedad, Dia Semana, Hora, Departamento, Localidad, fixed, X, Y 
15/1/2021,, RIO BRANCO, CAÍDA, LEVE, VIERNES, 21, MONTEVIDEO, MONTEVIDEO, 1, 573455, 6137170 
16/1/2021,, JOSE ENRIQUE RODO, ATROPELLO DE ANIMALES, LEVE, SÁBADO, 8, SAN JOSE, LIBERTAD, 1, 535110, 6167515 
23/6/2021,, AVENIDA LUIS BATLLE BERRES, COLISIÓN ENTRE VEHÍCULOS, LEVE, MIÉRCOLES, 19, MONTEVIDEO, MONTEVIDEO, 1, 568165, 6144055 
2/4/2021,, AVENIDA MANUEL PATULE, ATROPELLO DE ANIMALES, LEVE, VIERNES, 20, SALTO, SALTO, 1, 409075, 6524745 
19/3/2021,, CAMINO ACCESO BARRA DE VALIZAS, DESPISTE, SIN LESIONADOS, VIERNES, 20, ROCHA, SIN DATOS, 1, 792420, 6197620 
17/2/2021,, RAMBLA DE LOS ARGENTINOS, COLISIÓN ENTRE VEHÍCULOS, LEVE, MIÉRCOLES, 15, MALDONADO, PIRIAPOLIS, 1, 657185, 6140820 
16/2/2021,, AVENIDA JOSE BELLONI, CAÍDA, LEVE, MARTES, 17, MONTEVIDEO, MONTEVIDEO, 1, 578965, 6148220 
21/1/2021,, SIN DATOS, COLISIÓN ENTRE VEHÍCULOS, GRAVE, JUEVES, 9, TACUAREMBO, SIN DATOS, 1, 606525, 6501265 
26/1/2021,, RUTA 66 Y 67, DESPISTE, SIN LESIONADOS, MARTES, 7, CANELONES, SIN DATOS, 1, 579595, 6162640 
10/3/2021,, SIN DATOS, COLISIÓN ENTRE VEHÍCULOS, LEVE, MIÉRCOLES, 16, SAN JOSE, LIBERTAD, 1, 533650, 6167475 
25/4/2021,, AYACUCHO, COLISIÓN ENTRE VEHÍCULOS, SIN LESIONADOS, DOMINGO, 15, PAYSANDU, CHACRAS DE PAYSANDU, 1, 401470, 6423970 
14/2/2021,, JACINTO MARIA ALVARIZA, ATROPELLO DE PEATÓN, GRAVE, DOMINGO, 22, MALDONADO, SAN CARLOS, 1, 690250, 6148715 
27/2/2021,, CAMINO ESCUELA N°50, DESPISTE, LEVE, SÁBADO, 17, LAVALLEJA, SIN DATOS, 1, 660550, 6191935 
25/3/2021,, ESPAÑA, COLISIÓN ENTRE VEHÍCULOS, SIN LESIONADOS, JUEVES, 12, COLONIA, ROSARIO, 1, 467615, 6203785 
6/1/2021,, CAMINO CARLOS LOPEZ, COLISIÓN ENTRE VEHÍCULOS, LEVE, MIÉRCOLES, 7, MONTEVIDEO, SIN DATOS, 1, 573850, 6147940 
19/6/2021,, ZELMAR MICHELINI, COLISIÓN ENTRE VEHÍCULOS, SIN LESIONADOS, SÁBADO, 16, SALTO, SALTO, 1, 409155, 6526015 
11/2/2021,, SIN DATOS, DESPISTE, SIN LESIONADOS, JUEVES, 7, LAVALLEJA, SIN DATOS, 1, 709315, 6265435 
15/2/2021,, ARMONIA SOMMERS, COLISIÓN ENTRE VEHÍCULOS, SIN LESIONADOS, LUNES, 16, COLONIA, SIN DATOS, 1, 422300, 6190375 
14/5/2021,, DIECINUEVE DE ABRIL, DESPISTE, LEVE, VIERNES, 23, MALDONADO, MALDONADO, 1, 687065, 6135420 
7/1/2021,, GENERAL JOSE G. ARTIGAS, COLISIÓN ENTRE VEHÍCULOS, LEVE, JUEVES, 1, CANELONES, ATLANTIDA, 1, 613225, 6151735 
13/5/2021,, CNO. LOS HORNEROS Y MONTEVIDEO CRIQUET, COLISIÓN ENTRE VEHÍCULOS, GRAVE, JUEVES, 17, CANELONES, SIN DATOS, 1, 593240, 6147580 
3/1/2021,, SIN DATOS, COLISIÓN ENTRE VEHÍCULOS, GRAVE, DOMINGO, 17, CANELONES, VILLA ARGENTINA, 1, 611655, 6152115 
30/1/2021,, AVENIDA URUGUAY, COLISIÓN ENTRE VEHÍCULOS, LEVE, SÁBADO, 12, MONTEVIDEO, MONTEVIDEO, 1, 574920, 6137690 
18/6/2021,, TREINTA Y TRES, COLISIÓN ENTRE VEHÍCULOS, SIN LESIONADOS, VIERNES, 15, CERRO LARGO, MELO, 1, 766605, 6415050 
24/3/2021,, ALBERTO GALLINAL HEBER, COLISIÓN ENTRE VEHÍCULOS, LEVE, MIÉRCOLES, 15, CERRO LARGO, RIO BRANCO, 1, 840905, 6387400 
9/4/2021,, BOULEVARD APARICIO SARAVIA, COLISIÓN ENTRE VEHÍCULOS, LEVE, VIERNES, 9, MONTEVIDEO, MONTEVIDEO, 1, 580650, 6145765 
14/1/2021,, AV. GORLERO, COLISIÓN ENTRE VEHÍCULOS, SIN LESIONADOS, JUEVES, 12, MALDONADO, PUNTA DEL ESTE, 1, 687890, 6129365 
5/2/2021,, INES DURAN, CAÍDA, LEVE, VIERNES, 13, FLORES, TRINIDAD, 1, 509145, 6291805 
11/2/2021,, ANTONIO PEDREIRA, COLISIÓN CON OBSTÁCULO EN CALZADA, LEVE, JUEVES, 1, COLONIA, NUEVA HELVECIA, 1, 478510, 6207285 
14/2/2021,, DEMOCRACIA, COLISIÓN ENTRE VEHÍCULOS, SIN LESIONADOS, DOMINGO, 19, MALDONADO, PUNTA DEL ESTE, 1, 687050, 6134565 
5/5/2021,, BULEVAR APARICIO SARAVIA, COLISIÓN ENTRE VEHÍCULOS, LEVE, MIÉRCOLES, 10, CERRO LARGO, RIO BRANCO, 1, 839230, 6387825 
3/3/2021,, TREINTA Y TRES, COLISIÓN ENTRE VEHÍCULOS, SIN LESIONADOS, MIÉRCOLES, 17, COLONIA, NUEVA HELVECIA, 1, 478525, 6206305 
18/5/2021,, CHILE, COLISIÓN ENTRE VEHÍCULOS, LEVE, MARTES, 14, SALTO, SALTO, 1, 408110, 6528835 
30/5/2021,, BOULEVARD GENERAL JOSE G. ARTIGAS, COLISIÓN CON OBSTÁCULO EN CALZADA, SIN LESIONADOS, DOMINGO, 23, MALDONADO, MALDONADO, 1, 687650, 6134840 
22/1/2021,, NAVARRA, COLISIÓN ENTRE VEHÍCULOS, LEVE, VIERNES, 17, MONTEVIDEO, MONTEVIDEO, 1, 577850, 6138590 
10/5/2021,, GRECIA, COLISIÓN ENTRE VEHÍCULOS, SIN LESIONADOS, LUNES, 19, MONTEVIDEO, MONTEVIDEO, 1, 568440, 6140555 
3/1/2021,, RUTA 55 NUEVA, DESPISTE, SIN LESIONADOS, DOMINGO, 7, COLONIA, SIN DATOS, 1, 409270, 6222695 
24/3/2021,, GENERAL EUGENIO GARZON, DESPISTE, SIN LESIONADOS, MIÉRCOLES, 14, ARTIGAS, ARTIGAS, 1, 550535, 6635970 
9/2/2021,, INTENDENTE OLIVER, ATROPELLO DE ANIMALES, LEVE, MARTES, 15, TACUAREMBO, TACUAREMBO, 1, 594920, 6491425 
12/2/2021,, C. BARONE, COLISIÓN ENTRE VEHÍCULOS, SIN LESIONADOS, VIERNES, 12, ROCHA, CASTILLOS, 1, 789465, 6211480 
7/1/2021,, AVENIDA GENERAL SAN MARTIN, COLISIÓN ENTRE VEHÍCULOS, LEVE, JUEVES, 9, MONTEVIDEO, MONTEVIDEO, 1, 575575, 6142740 
3/2/2021,, BOULEVARD JOSE BATLLE Y ORDOÑEZ, COLISIÓN ENTRE VEHÍCULOS, GRAVE, MIÉRCOLES, 14, MONTEVIDEO, MONTEVIDEO, 1, 574185, 6143560 
12/5/2021,, BOLONIA, COLISIÓN CON OBSTÁCULO EN CALZADA, LEVE, MIÉRCOLES, 1, MONTEVIDEO, MONTEVIDEO, 1, 584545, 6138985 
4/6/2021,, GENERAL FRUCTUOSO RIVERA, COLISIÓN ENTRE VEHÍCULOS, SIN LESIONADOS, VIERNES, 15, LAVALLEJA, JOSE BATLLE Y ORDOÑEZ, 1, 672045, 6294820 
28/1/2021,, AV LORENZO BATLLE PACHECO. PARADA 8, CAÍDA, LEVE, JUEVES, 20, MALDONADO, PUNTA DEL ESTE, 1, 689555, 6130780 
15/5/2021,, AVENIDA DOCTOR CARLOS MARIA RAMIREZ, ATROPELLO DE PEATÓN, LEVE, SÁBADO, 11, MONTEVIDEO, MONTEVIDEO, 1, 570750, 6142435 
2/6/2021,, AVENIDA OCHO DE OCTUBRE, COLISIÓN ENTRE VEHÍCULOS, LEVE, MIÉRCOLES, 21, MONTEVIDEO, MONTEVIDEO, 1, 579155, 6141595 
12/1/2021,, SIN DATOS, COLISIÓN ENTRE VEHÍCULOS, SIN LESIONADOS, MARTES, 15, TACUAREMBO, SIN DATOS, 1, 574790, 6432815 
9/2/2021,, VIA_PUBLICA, COLISIÓN ENTRE VEHÍCULOS, LEVE, MARTES, 9, SAN JOSE, LIBERTAD, 1, 535455, 6167765 
27/6/2021,, DOCTOR LUIS ALBERTO DE HERRERA, COLISIÓN ENTRE VEHÍCULOS, LEVE, DOMINGO, 17, CANELONES, CANELONES, 1, 566150, 6179225 
5/2/2021,, JOSE ENRIQUE RODO, CAÍDA, LEVE, VIERNES, 13, SORIANO, MERCEDES, 1, 402925, 6320230 
19/2/2021,, SIN DATOS, DESPISTE, LEVE, VIERNES, 8, ARTIGAS, SIN DATOS, 1, 509300, 6629865 
9/5/2021,, DIECIOCHO DE JULIO, COLISIÓN ENTRE VEHÍCULOS, SIN LESIONADOS, DOMINGO, 20, TACUAREMBO, TACUAREMBO, 1, 595475, 6489710 
2/3/2021,, AP. SARAVIA Y 25 DE MAYO, COLISIÓN ENTRE VEHÍCULOS, LEVE, MARTES, 12, TACUAREMBO, TACUAREMBO, 1, 597100, 6491605 
18/5/2021,, SIN DATOS, DESPISTE, SIN LESIONADOS, MARTES, 22, CANELONES, SIN DATOS, 1, 569245, 6158430 
29/6/2021,, SAN MARTIN, COLISIÓN ENTRE VEHÍCULOS, LEVE, MARTES, 15, TACUAREMBO, TACUAREMBO, 1, 596275, 6489240 
1/4/2021,, CORONEL LUCAS PIRIZ, COLISIÓN ENTRE VEHÍCULOS, LEVE, JUEVES, 11, PAYSANDU, PAYSANDU, 1, 400435, 6424410 
26/4/2021,, SIN DATOS, COLISIÓN ENTRE VEHÍCULOS, SIN LESIONADOS, LUNES, 22, SAN JOSE, SIN DATOS, 1, 522925, 6176245 
5/1/2021,, CESAR DIAZ, COLISIÓN ENTRE VEHÍCULOS, LEVE, MARTES, 18, DURAZNO, CARMEN, 1, 592910, 6321955 
6/3/2021,, AVENIDA DAMASO ANTONIO LARRAÑAGA, COLISIÓN ENTRE VEHÍCULOS, LEVE, SÁBADO, 8, MONTEVIDEO, MONTEVIDEO, 1, 577545, 6141960 
20/5/2021,, ZORRILLA DE SAN MARTIN, COLISIÓN ENTRE VEHÍCULOS, GRAVE, JUEVES, 18, DURAZNO, DURAZNO, 1, 543890, 6305765 
15/2/2021,, BARON DE SUPERVILLE, COLISIÓN ENTRE VEHÍCULOS, LEVE, LUNES, 12, CANELONES, SOLYMAR, 1, 593785, 6145815 
17/6/2021,, DOCTOR ALEJANDRO GALLINAL, COLISIÓN ENTRE VEHÍCULOS, SIN LESIONADOS, JUEVES, 0, ROCHA, ROCHA, 1, 745325, 6182030 
3/5/2021,, SIMON DEL PINO, CAÍDA, LEVE, LUNES, 19, MALDONADO, MALDONADO, 1, 687735, 6135590 
27/5/2021,, AVENIDA GENERAL EUGENIO GARZON, COLISIÓN ENTRE VEHÍCULOS, LEVE, JUEVES, 14, MONTEVIDEO, MONTEVIDEO, 1, 571350, 6146365 
17/6/2021,, AVENIDA LIBERTADOR BRIGADIER GENERAL LAVALLEJA, COLISIÓN ENTRE VEHÍCULOS, SIN LESIONADOS, JUEVES, 9, MONTEVIDEO, MONTEVIDEO, 1, 573670, 6137290 
19/1/2021,, DOCTOR JUAN PAULLIER, COLISIÓN ENTRE VEHÍCULOS, SIN LESIONADOS, MARTES, 18, MONTEVIDEO, MONTEVIDEO, 1, 575950, 6137830 
22/2/2021,, TOMAS GOMEZ, COLISIÓN ENTRE VEHÍCULOS, SIN LESIONADOS, LUNES, 12, SORIANO, MERCEDES, 1, 404880, 6320745 
22/2/2021,, SIN DATOS, DESPISTE, SIN LESIONADOS, LUNES, 20, TACUAREMBO, SIN DATOS, 1, 590545, 6486975 
14/1/2021,, AVENIDA ACROPOLIS, COLISIÓN ENTRE VEHÍCULOS, LEVE, JUEVES, 14, MONTEVIDEO, MONTEVIDEO, 1, 579780, 6145355 
21/1/2021,, COLON, COLISIÓN ENTRE VEHÍCULOS, SIN LESIONADOS, JUEVES, 16, CERRO LARGO, MELO, 1, 766640, 6415240 
21/2/2021,, AVENIDA FERNANDEZ CRESPO, COLISIÓN ENTRE VEHÍCULOS, SIN LESIONADOS, DOMINGO, 21, MONTEVIDEO, MONTEVIDEO, 1, 575195, 6137825 
23/2/2021,, JOAQUIN ANTONIO GUNDIN, COLISIÓN ENTRE VEHÍCULOS, SIN LESIONADOS, MARTES, 13, CERRO LARGO, RIO BRANCO, 1, 839930, 6388360 
25/6/2021,, FLECHA DE ORO, COLISIÓN ENTRE VEHÍCULOS, SIN LESIONADOS, VIERNES, 17, SAN JOSE, DELTA DEL TIGRE Y VILLAS, 1, 554755, 6153100 
14/2/2021,, SIN DATOS, CAÍDA, SIN LESIONADOS, DOMINGO, 16, ARTIGAS, SEQUEIRA, 1, 511565, 6569695 
29/4/2021,, DEFENSA, COLISIÓN ENTRE VEHÍCULOS, GRAVE, JUEVES, 7, MONTEVIDEO, MONTEVIDEO, 1, 575445, 6138695 
22/3/2021,, JUAN SANTAMARIA, COLISIÓN ENTRE VEHÍCULOS, GRAVE, LUNES, 17, CANELONES, COLONIA NICOLICH, 1, 590895, 6145970 
25/1/2021,, ALFREDO PUIG, COLISIÓN ENTRE VEHÍCULOS, LEVE, LUNES, 8, FLORES, TRINIDAD, 1, 509615, 6291095 
12/5/2021,, AVENIDA JOSE BELLONI, CAÍDA, LEVE, MIÉRCOLES, 20, MONTEVIDEO, MONTEVIDEO, 1, 579190, 6143435 
27/6/2021,, JUAN BENITO BLANCO, COLISIÓN ENTRE VEHÍCULOS, LEVE, DOMINGO, 3, MONTEVIDEO, MONTEVIDEO, 1, 578085, 6136530 
25/2/2021,, BVAR. FRANCISCO MATA, COLISIÓN ENTRE VEHÍCULOS, LEVE, JUEVES, 22, CERRO LARGO, MELO, 1, 766915, 6415700 
12/3/2021,, PATRIA, COLISIÓN ENTRE VEHÍCULOS, LEVE, VIERNES, 20, CANELONES, EL PINAR, 1, 599435, 6148120 
23/6/2021,, CORONEL JOSE N. ESCOBAR, COLISIÓN ENTRE VEHÍCULOS, LEVE, MIÉRCOLES, 12, RIVERA, MANDUBI, 1, 639165, 6577750 
28/1/2021,, SIN DATOS, COLISIÓN ENTRE VEHÍCULOS, SIN LESIONADOS, JUEVES, 4, SAN JOSE, SIN DATOS, 1, 532110, 6199115 
21/6/2021,, SANTA LUCIA, CAÍDA, LEVE, LUNES, 23, MONTEVIDEO, MONTEVIDEO, 1, 570875, 6143050 
29/3/2021,, MANUEL ORIBE, CAÍDA, LEVE, LUNES, 19, SORIANO, MERCEDES, 1, 404355, 6320435 
18/5/2021,, BRASIL, COLISIÓN ENTRE VEHÍCULOS, LEVE, MARTES, 14, SALTO, SALTO, 1, 408625, 6527130 
4/1/2021,, AVENIDA MANUEL ORIBE, COLISIÓN ENTRE VEHÍCULOS, SIN LESIONADOS, LUNES, 11, SALTO, SALTO, 1, 413670, 6527065 
13/2/2021,, DIECINUEVE DE ABRIL, COLISIÓN CON OBSTÁCULO EN CALZADA, LEVE, SÁBADO, 15, SALTO, SALTO, 1, 407865, 6527330 
17/2/2021,, VENTURA ALEGRE, COLISIÓN ENTRE VEHÍCULOS, LEVE, MIÉRCOLES, 13, MALDONADO, MALDONADO, 1, 686890, 6135425 
17/5/2021,, ITUZAINGO, COLISIÓN ENTRE VEHÍCULOS, SIN LESIONADOS, LUNES, 18, SORIANO, MERCEDES, 1, 404390, 6319795 
17/1/2021,, CANTERAS DE MARELLI, CAÍDA, GRAVE, DOMINGO, 17, MALDONADO, CANTERAS DE MARELLI, 1, 687680, 6142490 
18/1/2021,, G. LEZAETA, ATROPELLO DE ANIMALES, LEVE, LUNES, 18, FLORIDA, FLORIDA, 1, 571860, 6227860 
27/5/2021,, DIECIOCHO DE JULIO, COLISIÓN ENTRE VEHÍCULOS, SIN LESIONADOS, JUEVES, 19, RIO NEGRO, YOUNG, 1, 440685, 6381410 
29/1/2021,, PERU, COLISIÓN ENTRE VEHÍCULOS, LEVE, VIERNES, 13, MONTEVIDEO, MONTEVIDEO, 1, 567605, 6140020 
6/1/2021,, BASE DE COLONIA BERRO, COLISIÓN CON OBSTÁCULO EN CALZADA, SIN LESIONADOS, MIÉRCOLES, 11, CANELONES, SIN DATOS, 1, 589735, 6158485 
11/2/2021,, BOULEVARD GENERAL ARTIGAS, CAÍDA, LEVE, JUEVES, 17, MONTEVIDEO, MONTEVIDEO, 1, 575170, 6141015 
6/6/2021,, SIN DATOS, COLISIÓN CON OBSTÁCULO EN CALZADA, SIN LESIONADOS, DOMINGO, 6, COLONIA, SIN DATOS, 1, 422360, 6191520 
26/1/2021,, COQUIMBO, ATROPELLO DE ANIMALES, LEVE, MARTES, 16, SORIANO, EGAÑA, 1, 441595, 6282105 
6/1/2021,, APARICIO SARAVIA, COLISIÓN ENTRE VEHÍCULOS, GRAVE, MIÉRCOLES, 18, RIVERA, RIVERA, 1, 637330, 6581330 
18/5/2021,, RAMBLA DE LOS ARGENTINOS, ATROPELLO DE PEATÓN, LEVE, MARTES, 17, MALDONADO, PIRIAPOLIS, 1, 657685, 6139950 
8/3/2021,, AVENIDA GENERAL FLORES, COLISIÓN ENTRE VEHÍCULOS, LEVE, LUNES, 20, MONTEVIDEO, MONTEVIDEO, 1, 574360, 6138975 
24/1/2021,, CONTINUACION AVENIDA SARANDI, CAÍDA, GRAVE, DOMINGO, 10, RIVERA, RIVERA, 1, 638850, 6579250 
17/2/2021,, AVENIDA DIECIOCHO DE JULIO, CAÍDA, GRAVE, MIÉRCOLES, 17, PAYSANDU, PAYSANDU, 1, 398435, 6423845 
24/3/2021,, CONTINUACION MINAS, COLISIÓN CON OBSTÁCULO EN CALZADA, SIN LESIONADOS, MIÉRCOLES, 21, TREINTA Y TRES, VILLA SARA, 1, 740815, 6317900 
6/6/2021,, SIN DATOS, COLISIÓN CON OBSTÁCULO EN CALZADA, SIN LESIONADOS, DOMINGO, 9, COLONIA, SIN DATOS, 1, 468825, 6208240 
3/6/2021,, WASHINGTON BELTRAN, COLISIÓN ENTRE VEHÍCULOS, LEVE, JUEVES, 15, LAVALLEJA, MINAS, 1, 661955, 6194910 
6/2/2021,, ZELMAR MICHELINI, CAÍDA, LEVE, SÁBADO, 21, FLORIDA, FLORIDA, 1, 573340, 6226390 
25/5/2021,, HERMANO DAMASCENO, COLISIÓN ENTRE VEHÍCULOS, LEVE, MARTES, 16, MONTEVIDEO, MONTEVIDEO, 1, 574250, 6138145 
6/3/2021,, GENERAL MANUEL ORIBE, COLISIÓN ENTRE VEHÍCULOS, LEVE, SÁBADO, 2, RIO NEGRO, FRAY BENTOS, 1, 379045, 6334225 
14/4/2021,, AVENIDA DE LAS LEYES, COLISIÓN ENTRE VEHÍCULOS, LEVE, MIÉRCOLES, 18, MONTEVIDEO, MONTEVIDEO, 1, 574420, 6138800 
7/2/2021,, LIBERTAD, COLISIÓN ENTRE VEHÍCULOS, SIN LESIONADOS, DOMINGO, 12, ROCHA, LASCANO, 1, 759135, 6270185 
15/2/2021,, CAMINO MALDONADO, CAÍDA, LEVE, LUNES, 2, MONTEVIDEO, MONTEVIDEO, 1, 579385, 6142665 
23/4/2021,, DOCTOR MANUEL QUINTELA, COLISIÓN ENTRE VEHÍCULOS, SIN LESIONADOS, VIERNES, 2, CANELONES, PANDO, 1, 596210, 6159185 
22/3/2021,, ITUZAINGO, COLISIÓN ENTRE VEHÍCULOS, GRAVE, LUNES, 11, TACUAREMBO, TACUAREMBO, 1, 596780, 6490795 
7/5/2021,, AVENIDA GENERAL RIVERA, COLISIÓN ENTRE VEHÍCULOS, LEVE, VIERNES, 0, MONTEVIDEO, MONTEVIDEO, 1, 576965, 6137380 
27/6/2021,, ROCHA, COLISIÓN ENTRE VEHÍCULOS, SIN LESIONADOS, DOMINGO, 0, MALDONADO, SAN CARLOS, 1, 691205, 6148130 
19/1/2021,, ISLA DE GASPAR, COLISIÓN CON OBSTÁCULO EN CALZADA, SIN LESIONADOS, MARTES, 21, MONTEVIDEO, MONTEVIDEO, 1, 579650, 6139670 
27/5/2021,, CAMINO MALDONADO, COLISIÓN ENTRE VEHÍCULOS, LEVE, JUEVES, 0, MONTEVIDEO, MONTEVIDEO, 1, 579970, 6143880 
24/5/2021,, AIR FRANCE, ATROPELLO DE PEATÓN, LEVE, LUNES, 19, CANELONES, VILLA AEROPARQUE, 1, 591650, 6149285 
15/1/2021,, AV. VICTOR HUGO, COLISIÓN ENTRE VEHÍCULOS, LEVE, VIERNES, 10, MALDONADO, PUNTA DEL ESTE, 1, 688020, 6133365 
21/1/2021,, GUANA, COLISIÓN ENTRE VEHÍCULOS, SIN LESIONADOS, JUEVES, 20, MONTEVIDEO, MONTEVIDEO, 1, 576375, 6137215 
17/3/2021,, INCA, ATROPELLO DE PEATÓN, LEVE, MIÉRCOLES, 16, MONTEVIDEO, MONTEVIDEO, 1, 575075, 6139320 
25/3/2021,, SIN DATOS, COLISIÓN ENTRE VEHÍCULOS, GRAVE, JUEVES, 6, FLORIDA, SIN DATOS, 1, 564910, 6255815 
22/3/2021,, CARLOS CAROLINI, COLISIÓN ENTRE VEHÍCULOS, LEVE, LUNES, 16, DURAZNO, SANTA BERNARDINA, 1, 544660, 6308955 
29/1/2021,, SIN DATOS, DESPISTE, SIN LESIONADOS, VIERNES, 7, COLONIA, SIN DATOS, 1, 478330, 6200170 
30/5/2021,, SANTA LUCIA, COLISIÓN ENTRE VEHÍCULOS, LEVE, DOMINGO, 16, MONTEVIDEO, MONTEVIDEO, 1, 571165, 6142875 
1/2/2021,, JUAN JACOBO ROUSSEAU, COLISIÓN ENTRE VEHÍCULOS, SIN LESIONADOS, LUNES, 13, MONTEVIDEO, MONTEVIDEO, 1, 577710, 6140160 
30/5/2021,, ATANASIO SIERRA, COLISIÓN ENTRE VEHÍCULOS, LEVE, DOMINGO, 12, COLONIA, COLONIA DEL SACRAMENTO, 1, 422300, 6188765 
4/1/2021,, GENERAL ARTIGAS, COLISIÓN ENTRE VEHÍCULOS, SIN LESIONADOS, LUNES, 5, CANELONES, SIN DATOS, 1, 571040, 6154195 
9/6/2021,, ACUÑA DE FIGUEROA Y SAN JOSÉ, ATROPELLO DE PEATÓN, SIN LESIONADOS, MIÉRCOLES, 16, MALDONADO, PINARES - LAS DELICIAS, 1, 686680, 6134290 
12/2/2021,, GENERAL AGUILAR, COLISIÓN ENTRE VEHÍCULOS, LEVE, VIERNES, 15, MONTEVIDEO, MONTEVIDEO, 1, 573835, 6139485 
2/1/2021,, JOSE G. PERCHA, COLISIÓN ENTRE VEHÍCULOS, LEVE, SÁBADO, 19, ROCHA, PUNTA DEL DIABLO, 1, 818650, 6228610 
14/1/2021,, BOULEVARD JOSE BATLLE Y ORDOÑEZ, COLISIÓN ENTRE VEHÍCULOS, LEVE, JUEVES, 15, MONTEVIDEO, MONTEVIDEO, 1, 571120, 6145960 
13/6/2021,, CAONABO, COLISIÓN CON OBSTÁCULO EN CALZADA, GRAVE, DOMINGO, 0, MONTEVIDEO, MONTEVIDEO, 1, 569695, 6143000 
23/6/2021,, SIN DATOS, DESPISTE, SIN LESIONADOS, MIÉRCOLES, 8, TACUAREMBO, SIN DATOS, 1, 588270, 6452595 
18/5/2021,, CERRILLOS, COLISIÓN ENTRE VEHÍCULOS, GRAVE, MARTES, 22, CANELONES, SIN DATOS, 1, 573435, 6157275 
25/1/2021,, JOSE BATLLE Y ORDOÑEZ, COLISIÓN ENTRE VEHÍCULOS, SIN LESIONADOS, LUNES, 11, MALDONADO, PAN DE AZUCAR, 1, 661810, 6149950 
3/2/2021,, 25 DE AGOSTO ESQUINA JOSE G ARTIGAS, COLISIÓN ENTRE VEHÍCULOS, GRAVE, MIÉRCOLES, 13, CANELONES, BARROS BLANCOS, 1, 590560, 6154375 
25/5/2021,, RUTA 103 KM 43, COLISIÓN ENTRE VEHÍCULOS, GRAVE, MARTES, 19, CANELONES, SIN DATOS, 1, 622705, 6155165 
18/6/2021,, BOULEVARD APARICIO SARAVIA, COLISIÓN ENTRE VEHÍCULOS, LEVE, VIERNES, 16, CANELONES, SIN DATOS, 1, 571995, 6156545 
25/6/2021,, BVAR. FRANCISCO MATA, ATROPELLO DE ANIMALES, GRAVE, VIERNES, 20, CERRO LARGO, MELO, 1, 766850, 6415330 
25/3/2021,, SIN DATOS, DESPISTE, SIN LESIONADOS, JUEVES, 11, MALDONADO, SIN DATOS, 1, 663635, 6143990 
13/4/2021,, HECTOR MIRANDA, COLISIÓN ENTRE VEHÍCULOS, LEVE, MARTES, 9, CANELONES, CANELONES, 1, 566090, 6179715 
13/5/2021,, VIA_PUBLICA, ATROPELLO DE ANIMALES, LEVE, JUEVES, 11, SAN JOSE, DELTA DEL TIGRE Y VILLAS, 1, 557900, 6153000 
16/1/2021,, FERNANDO CARBALLO, COLISIÓN ENTRE VEHÍCULOS, LEVE, SÁBADO, 17, COLONIA, COLONIA DEL SACRAMENTO, 1, 425170, 6187790 
30/1/2021,, DIECINUEVE DE ABRIL, COLISIÓN ENTRE VEHÍCULOS, SIN LESIONADOS, SÁBADO, 14, SALTO, SALTO, 1, 407730, 6527350 
26/2/2021,, CRISTOBAL COLON, COLISIÓN ENTRE VEHÍCULOS, LEVE, VIERNES, 13, SORIANO, MERCEDES, 1, 404160, 6319860 
20/5/2021,, SIN DATOS, DESPISTE, SIN LESIONADOS, JUEVES, 10, SALTO, SALTO, 1, 415950, 6527645 
26/5/2021,, JOSE PEDRO VARELA, COLISIÓN ENTRE VEHÍCULOS, LEVE, MIÉRCOLES, 16, SORIANO, MERCEDES, 1, 404335, 6321030 
18/6/2021,, NUEVA PALMIRA, COLISIÓN ENTRE VEHÍCULOS, GRAVE, VIERNES, 4, MONTEVIDEO, MONTEVIDEO, 1, 575010, 6138945 
24/6/2021,, PORONGOS, COLISIÓN ENTRE VEHÍCULOS, LEVE, JUEVES, 22, MONTEVIDEO, MONTEVIDEO, 1, 575290, 6140385 
21/6/2021,, TOLEDO, COLISIÓN ENTRE VEHÍCULOS, LEVE, LUNES, 21, CANELONES, BARROS BLANCOS, 1, 591015, 6151600 
23/2/2021,, CHAYOS, COLISIÓN ENTRE VEHÍCULOS, LEVE, MARTES, 19, MONTEVIDEO, MONTEVIDEO, 1, 580090, 6143240 
17/2/2021,, AVENIDA DIECIOCHO DE JULIO, CAÍDA, LEVE, MIÉRCOLES, 7, MONTEVIDEO, MONTEVIDEO, 1, 575055, 6137420 
24/2/2021,, AVENIDA ITALIA, COLISIÓN ENTRE VEHÍCULOS, LEVE, MIÉRCOLES, 18, MONTEVIDEO, MONTEVIDEO, 1, 582105, 6139225 
1/1/2021,, TUCUMAN CASI URUGUAY, COLISIÓN ENTRE VEHÍCULOS, SIN LESIONADOS, VIERNES, 19, MALDONADO, PIRIAPOLIS, 1, 657900, 6140050 
31/3/2021,, RUTA NACIONAL UNO, COLISIÓN ENTRE VEHÍCULOS, LEVE, MIÉRCOLES, 21, MONTEVIDEO, MONTEVIDEO, 1, 568335, 6141775 
8/6/2021,, JOSE ELLAURI, COLISIÓN ENTRE VEHÍCULOS, SIN LESIONADOS, MARTES, 20, LAVALLEJA, MINAS, 1, 661755, 6195590 
